id,email,full_name,phone,aadhaar_no,pan_no,street_address,city,consent_purposes,password,created_at
usr_1a513a0d418a,pooja.kumar561@example.in,Pooja Kumar,+917583006033,9330-2072-8996,LGGPE7322W,"885, Connaught Place, Sector 43",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pooja#17253595,2026-05-05T10:59:26.171Z
usr_40d2ce3a3386,abhishek.singh562@example.in,Abhishek Singh,+918569567073,5360-1116-4424,XRLPY8393H,"867, Koramangala, Sector 45",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Abhishek%7813F188,2026-04-08T10:59:26.171Z
usr_816db1d5b927,swati.dubey563@example.in,Swati Dubey,+918978913801,6358-7530-8421,POCPJ7518J,"945, M.G. Road, Sector 13",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Swati!2338E103,2026-04-09T10:59:26.171Z
usr_1bba380be6d0,vikram.bhatia564@example.in,Vikram Bhatia,+919574154808,8545-9437-2720,KXTPR8930J,"372, Anna Salai, Sector 16",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Vikram&61498100,2026-05-17T10:59:26.171Z
usr_f487ef97336e,isha.kumar565@example.in,Isha Kumar,+918217303884,2907-5551-4901,HVIPT8623N,"248, Anna Salai, Sector 21",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Isha$3473768F,2026-07-29T10:59:26.171Z
usr_574d535449b4,anjali.mehta566@example.in,Anjali Mehta,+918436101641,2448-6162-8157,UWGPK3811P,"141, Sector 17, Sector 31",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali%71190575,2026-05-10T10:59:26.171Z
usr_04f3f0cbbd8a,harsh.bhatia567@example.in,Harsh Bhatia,+918869627130,7281-7028-7378,KDPPU3254M,"474, Brigade Road, Sector 13",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Harsh!99339147,2026-03-27T10:59:26.171Z
usr_49e2f7344a9d,divya.chatterjee568@example.in,Divya Chatterjee,+918454582505,4135-2301-6535,NYGPV8948X,"82, Brigade Road, Sector 8",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Divya%7454A96B,2026-08-08T10:59:26.171Z
usr_1944ffb276bb,varun.trivedi569@example.in,Varun Trivedi,+917901722159,9874-4740-9811,AMKPS0676E,"74, SG Highway, Sector 40",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Varun!71499D89,2026-03-11T10:59:26.171Z
usr_aa38e407c003,pallavi.rao570@example.in,Pallavi Rao,+919394160042,9318-4614-6780,EUGPJ1592Z,"57, FC Road, Sector 43",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi@5256A98B,2026-05-04T10:59:26.171Z
usr_b3c72c1c48fe,siddharth.saxena571@example.in,Siddharth Saxena,+919856319086,4295-1188-4226,TJIPM8180W,"696, Koramangala, Sector 25",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Siddharth@64210304,2026-07-15T10:59:26.171Z
usr_110c7a3198c0,ritika.gupta572@example.in,Ritika Gupta,+918346635645,6177-8865-2380,GOLPI2899C,"825, MI Road, Sector 32",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritika!3114E352,2026-04-21T10:59:26.171Z
usr_0f85cf92b0aa,kavita.mukherjee573@example.in,Kavita Mukherjee,+918985368011,3837-2237-6579,CPDPC1969R,"787, Sector 17, Sector 14",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita$535307B3,2026-06-02T10:59:26.171Z
usr_2f06a4aced0e,manish.kumar574@example.in,Manish Kumar,+917377004532,5121-1463-8369,YHDPH1275B,"892, Anna Salai, Sector 29",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Manish%1978A33C,2026-08-29T10:59:26.171Z
usr_d49437cfb94b,deepika.reddy575@example.in,Deepika Reddy,+917400021205,8443-1011-6590,DCCPP5996L,"357, FC Road, Sector 13",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika#1556970D,2026-08-18T10:59:26.171Z
usr_d1c8077a229d,deepika.dubey576@example.in,Deepika Dubey,+919590965789,7646-2335-4028,CQXPE3218X,"724, MI Road, Sector 26",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika@58945BAD,2026-08-06T10:59:26.171Z
usr_38f6d9436489,varun.kumar577@example.in,Varun Kumar,+919922254580,4727-7055-7904,LPBPS3872K,"597, SG Highway, Sector 42",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Varun&673121E4,2026-07-03T10:59:26.171Z
usr_4e1b6e8b7a32,rahul.chauhan578@example.in,Rahul Chauhan,+919997827706,4630-8087-4175,HCXPX0517H,"670, Sector 17, Sector 23",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul#4483F028,2026-07-27T10:59:26.171Z
usr_2a3dc78b48c7,shweta.gupta579@example.in,Shweta Gupta,+917257475197,5453-6414-6755,ZGVPS7432E,"55, Connaught Place, Sector 12",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Shweta@7232059D,2026-05-06T10:59:26.171Z
usr_38ac37a647dd,divya.saxena580@example.in,Divya Saxena,+918476601202,8623-2274-6065,ALEPG0850S,"569, M.G. Road, Sector 1",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Divya$134512BD,2026-06-30T10:59:26.171Z
usr_a5caca49c284,sunita.trivedi581@example.in,Sunita Trivedi,+917509757275,2649-6784-2697,EXHPC3176Y,"132, SG Highway, Sector 1",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sunita&1864B272,2026-05-11T10:59:26.171Z
usr_9170f56690cd,dev.deshmukh582@example.in,Dev Deshmukh,+917561795584,3387-6324-7475,EEYPR4620Y,"369, M.G. Road, Sector 37",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Dev&1444E652,2026-04-26T10:59:26.171Z
usr_9543ab803223,dev.singh583@example.in,Dev Singh,+917220871847,9924-3618-1548,OUOPX7139W,"368, MI Road, Sector 34",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Dev$88612DC6,2026-07-05T10:59:26.171Z
usr_df86ae8a0c18,kavita.patel584@example.in,Kavita Patel,+919416812839,2063-2874-2725,BLGPL2099E,"525, Indiranagar, Sector 36",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita&52208550,2026-03-30T10:59:26.171Z
usr_23941805f0cc,swati.nair585@example.in,Swati Nair,+919694260481,5512-8556-2849,ZVZPU9537N,"292, Anna Salai, Sector 7",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Swati!9690100F,2026-04-26T10:59:26.171Z
usr_6a0557756835,pooja.bhatia586@example.in,Pooja Bhatia,+919147794578,3911-4799-9424,EERPU6247H,"623, SG Highway, Sector 41",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pooja#70722A2F,2026-04-30T10:59:26.171Z
usr_6c51206848fe,kavita.pandey587@example.in,Kavita Pandey,+919126402848,6569-9908-5535,MWLPW4030V,"807, Park Street, Sector 18",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita!171471CB,2026-08-14T10:59:26.171Z
usr_44c3802e7126,divya.chopra588@example.in,Divya Chopra,+919211077211,7291-5440-2646,BBNPF4088Y,"829, SG Highway, Sector 1",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Divya!3373AB20,2026-06-16T10:59:26.171Z
usr_5f4ae4aba747,aarav.kapoor589@example.in,Aarav Kapoor,+917809636804,6656-8687-9739,PNEPM0778R,"239, Anna Salai, Sector 12",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aarav&7102B201,2026-03-22T10:59:26.171Z
usr_5bc9ac1eae30,sanjay.mehta590@example.in,Sanjay Mehta,+919376332097,6763-9886-9645,EWQPN2161K,"667, Connaught Place, Sector 44",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sanjay&82169D46,2026-09-07T10:59:26.171Z
usr_95f898758a65,vikram.agarwal591@example.in,Vikram Agarwal,+918557963318,7592-6871-6602,KCMPX3286F,"942, Park Street, Sector 10",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Vikram#16755CEA,2026-07-15T10:59:26.171Z
usr_a95966f870f4,abhishek.gupta592@example.in,Abhishek Gupta,+918666510203,3016-5306-5095,XGKPO0392U,"774, Anna Salai, Sector 40",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Abhishek#33251AF2,2026-08-22T10:59:26.171Z
usr_f685241b1c74,pallavi.malhotra593@example.in,Pallavi Malhotra,+919557875934,7500-8015-2479,DIEPW0567M,"630, Koramangala, Sector 9",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi&3003B4BF,2026-06-09T10:59:26.171Z
usr_aacd6959db2a,rahul.chopra594@example.in,Rahul Chopra,+917170853351,6612-2147-4398,AYMPH9892O,"949, Koramangala, Sector 7",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul!5494F659,2026-05-22T10:59:26.171Z
usr_114bf05a80af,isha.mehta595@example.in,Isha Mehta,+919725914190,8684-1462-2733,XENPM9010H,"266, Indiranagar, Sector 35",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Isha!6932F134,2026-09-03T10:59:26.171Z
usr_56c66a0fe4a7,nikhil.menon596@example.in,Nikhil Menon,+919698164903,4907-3411-9672,UVEPC3046Z,"81, Indiranagar, Sector 2",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil#76356C65,2026-04-13T10:59:26.171Z
usr_42925fc7a57b,priya.gupta597@example.in,Priya Gupta,+919259744085,2463-5621-4941,KVGPP8341E,"975, Sector 17, Sector 32",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Priya@8208046E,2026-08-31T10:59:26.171Z
usr_8ce90f8b4adf,divya.sharma598@example.in,Divya Sharma,+919184372386,7794-2587-9131,BGJPG6245O,"872, SG Highway, Sector 6",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Divya!3269D6AF,2026-06-13T10:59:26.171Z
usr_a184e441844c,manish.kumar599@example.in,Manish Kumar,+919230776752,2363-2749-7919,RIZPH9141M,"713, Sector 17, Sector 41",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Manish#7788E37D,2026-08-27T10:59:26.171Z
usr_5b441aba6254,aditya.pandey600@example.in,Aditya Pandey,+917532881784,9916-6796-4758,KKOPK5747P,"272, SG Highway, Sector 44",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aditya@2853391C,2026-07-20T10:59:26.171Z
usr_be4b3d0fc564,swati.kumar601@example.in,Swati Kumar,+919872145873,3142-4678-5474,HUYPF7027G,"235, Koramangala, Sector 45",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Swati@4213005F,2026-04-27T10:59:26.171Z
usr_bb87cec4c301,neha.mishra602@example.in,Neha Mishra,+918180242387,6207-4507-9460,CYOPG0052T,"180, Koramangala, Sector 44",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Neha@9921556F,2026-06-09T10:59:26.171Z
usr_0a3dbb92eaae,shweta.verma603@example.in,Shweta Verma,+919158345551,7357-2740-6999,TMMPP3612B,"699, M.G. Road, Sector 26",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Shweta&7159F8CD,2026-07-18T10:59:26.171Z
usr_e29295f5c04e,aarav.iyer604@example.in,Aarav Iyer,+918747679020,2685-9834-6879,VLXPO7942G,"634, MI Road, Sector 38",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aarav$3295AD5E,2026-05-06T10:59:26.171Z
usr_1032a7a73988,rajesh.joshi605@example.in,Rajesh Joshi,+919666214152,2665-4262-6777,FXRPE2627D,"330, MI Road, Sector 43",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rajesh@1651AC3F,2026-05-24T10:59:26.171Z
usr_69388ebc5567,anjali.nair606@example.in,Anjali Nair,+917372562774,2815-7258-7046,OYAPV1098Q,"4, Koramangala, Sector 23",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali!76473E30,2026-05-31T10:59:26.171Z
usr_189da06aaa83,ritu.rao607@example.in,Ritu Rao,+918905795812,5135-4185-4247,IVXPY4339G,"114, Connaught Place, Sector 14",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu%5615D5FE,2026-06-14T10:59:26.171Z
usr_aa74d29c650e,manish.joshi608@example.in,Manish Joshi,+919901182946,2931-2307-5686,QYAPA9750X,"927, Sector 17, Sector 38",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Manish#18153B89,2026-07-16T10:59:26.171Z
usr_a6ba8be85b4c,divya.chatterjee609@example.in,Divya Chatterjee,+917436642288,7458-3051-7027,MUDPP0599D,"537, Banjara Hills, Sector 39",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Divya%2552C056,2026-06-07T10:59:26.171Z
usr_83b62eab2a3c,neha.nair610@example.in,Neha Nair,+918766039435,5605-2680-4871,IVVPM0311R,"717, Connaught Place, Sector 39",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Neha!23709229,2026-07-28T10:59:26.171Z
usr_9af44d650e45,divya.singh611@example.in,Divya Singh,+917900526481,9097-9788-9567,IFYPF5719U,"172, Connaught Place, Sector 29",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Divya%13458011,2026-08-18T10:59:26.171Z
usr_dfd754c05b12,neha.pillai612@example.in,Neha Pillai,+917165168298,3900-3677-7335,KRXPY9777K,"945, Indiranagar, Sector 19",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Neha@790097DF,2026-08-23T10:59:26.171Z
usr_5b19ef89870d,sunita.nair613@example.in,Sunita Nair,+918952494726,7454-4038-6321,GJSPP7752Y,"161, MI Road, Sector 3",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sunita&66435480,2026-03-16T10:59:26.171Z
usr_1876db82052c,amit.kumar614@example.in,Amit Kumar,+919949060989,4620-1116-4562,LLYPP4569D,"448, M.G. Road, Sector 3",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Amit&16337120,2026-09-07T10:59:26.171Z
usr_184d9962b8ff,gaurav.gupta615@example.in,Gaurav Gupta,+918375613404,4214-5084-9952,RXBPW0872R,"298, Anna Salai, Sector 32",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Gaurav$6619AC96,2026-08-24T10:59:26.171Z
usr_855b01740a67,nikhil.iyer616@example.in,Nikhil Iyer,+919436598093,2059-1453-7149,YXOPA9543H,"587, Park Street, Sector 24",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil%9348EBB9,2026-06-20T10:59:26.171Z
usr_b6fea26e4be2,rahul.mehta617@example.in,Rahul Mehta,+917357437699,8775-3484-8754,GREPZ8280V,"850, Park Street, Sector 21",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul!44870553,2026-03-27T10:59:26.171Z
usr_908f9f5253e3,sneha.mehta618@example.in,Sneha Mehta,+919979537372,7845-3703-2809,MIOPF2985Y,"82, Indiranagar, Sector 14",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sneha@59277C83,2026-08-25T10:59:26.171Z
usr_dd68c1858cbc,arjun.singh619@example.in,Arjun Singh,+917388600535,4152-1636-9633,CJJPU9552N,"662, SG Highway, Sector 25",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Arjun%864733D9,2026-06-03T10:59:26.171Z
usr_a30c427c2d3f,simran.chopra620@example.in,Simran Chopra,+919152686151,2216-7144-1286,PPHPQ9894W,"387, Indiranagar, Sector 43",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Simran!1860BE1E,2026-08-19T10:59:26.171Z
usr_0898d490138e,anjali.saxena621@example.in,Anjali Saxena,+919878386026,6428-9075-9471,WYLPI8762Q,"301, Koramangala, Sector 15",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali!3420629C,2026-09-05T10:59:26.171Z
usr_37bafac13d09,simran.deshmukh622@example.in,Simran Deshmukh,+919305759957,2810-1173-4566,JVDPD2913B,"327, Indiranagar, Sector 25",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Simran@96864D5B,2026-06-10T10:59:26.171Z
usr_e214e2c95b8d,sanjay.rao623@example.in,Sanjay Rao,+919978205850,3715-6961-8137,JZWPQ8352J,"903, Anna Salai, Sector 36",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sanjay&36167C91,2026-06-20T10:59:26.171Z
usr_f255dec8c204,ritika.bhattacharya624@example.in,Ritika Bhattacharya,+919102478918,7259-9064-5858,VBQPU6223K,"946, Sector 17, Sector 36",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritika@30550512,2026-06-22T10:59:26.171Z
usr_dd7cee5ac09d,bhavna.saxena625@example.in,Bhavna Saxena,+917798544147,9386-4218-9861,KBXPE5316F,"702, Brigade Road, Sector 35",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Bhavna%41998CF0,2026-07-08T10:59:26.171Z
usr_627d29dbcdae,sunita.trivedi626@example.in,Sunita Trivedi,+918110098897,5654-1138-5072,XDVPS1430F,"775, Koramangala, Sector 28",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sunita$904213D9,2026-06-10T10:59:26.171Z
usr_bb11a75d42a5,ritu.kulkarni627@example.in,Ritu Kulkarni,+917714282045,4563-3383-4618,BNDPZ8441L,"729, Indiranagar, Sector 40",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu$90498D8E,2026-04-11T10:59:26.171Z
usr_7c1be2fe6b3a,sunita.mukherjee628@example.in,Sunita Mukherjee,+919741985998,8477-5498-6487,WVBPP5906E,"717, M.G. Road, Sector 31",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sunita$53699287,2026-08-05T10:59:26.171Z
usr_8fd64af25a6f,manish.trivedi629@example.in,Manish Trivedi,+919163737125,5584-8002-3757,ZVIPP5508X,"159, Koramangala, Sector 43",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Manish&202289D8,2026-06-23T10:59:26.171Z
usr_f992e031892e,abhishek.patel630@example.in,Abhishek Patel,+919177124216,7236-3688-2298,SZBPI8262A,"682, Indiranagar, Sector 28",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Abhishek%689746A2,2026-06-01T10:59:26.171Z
usr_db4a075026b5,swati.deshmukh631@example.in,Swati Deshmukh,+917577656125,2899-5855-5376,XDXPL2651Z,"547, Banjara Hills, Sector 34",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Swati@131611CD,2026-08-06T10:59:26.171Z
usr_21002b742a20,ritika.dubey632@example.in,Ritika Dubey,+919285674217,8741-6469-7809,MIUPY2812I,"105, Park Street, Sector 26",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritika&234032B3,2026-06-21T10:59:26.171Z
usr_d0512e8a93bc,neha.trivedi633@example.in,Neha Trivedi,+917157121494,3796-7262-5226,UBGPY9190E,"987, Indiranagar, Sector 41",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Neha!29126E24,2026-07-25T10:59:26.171Z
usr_ddf2657fd9e7,rahul.bhatia634@example.in,Rahul Bhatia,+918906440378,3869-8066-4263,KLNPC9683M,"26, Park Street, Sector 27",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul$72274421,2026-07-12T10:59:26.171Z
usr_816bcb53c6f9,karan.singh635@example.in,Karan Singh,+918845483390,6336-3774-6861,MMBPF9738L,"579, Banjara Hills, Sector 40",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Karan$1120BBE6,2026-08-29T10:59:26.171Z
usr_a52264ada601,rahul.dubey636@example.in,Rahul Dubey,+917239489739,9021-8429-9916,RXAPU3918R,"808, Park Street, Sector 25",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul@925745EF,2026-07-07T10:59:26.171Z
usr_d14d10c04a05,anjali.mehta637@example.in,Anjali Mehta,+917238350723,5001-5850-1087,RKWPS7766Q,"34, Indiranagar, Sector 20",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali!8955D33A,2026-05-05T10:59:26.171Z
usr_b7a09e154a22,siddharth.nair638@example.in,Siddharth Nair,+918533277547,8624-6935-3765,XZGPW5911P,"204, Sector 17, Sector 34",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Siddharth#43861BDD,2026-04-29T10:59:26.171Z
usr_4123f9ad2626,pooja.bhatia639@example.in,Pooja Bhatia,+919398352720,9063-6096-6554,EYCPJ0690C,"855, Connaught Place, Sector 32",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pooja#4125F472,2026-06-04T10:59:26.171Z
usr_35dc72efbf39,dev.gupta640@example.in,Dev Gupta,+917402246489,7751-5768-9251,KXTPA7505E,"140, M.G. Road, Sector 7",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Dev@2293BC41,2026-05-14T10:59:26.171Z
usr_732b638ddae7,swati.rao641@example.in,Swati Rao,+917870743732,6713-8276-5813,XOEPS9083V,"793, Sector 17, Sector 32",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Swati!16423B8C,2026-04-06T10:59:26.171Z
usr_9d45a9b6a4ca,pallavi.gupta642@example.in,Pallavi Gupta,+918715270863,9638-9553-5258,XWUPQ6510C,"956, Sector 17, Sector 40",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi&4365CD72,2026-07-08T10:59:26.171Z
usr_66407670e204,nikhil.bose643@example.in,Nikhil Bose,+918655334439,8269-9109-9755,BRZPJ2971Q,"958, Indiranagar, Sector 26",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil!37772653,2026-08-11T10:59:26.171Z
usr_b639a9226ff5,aarav.malhotra644@example.in,Aarav Malhotra,+919698548704,2860-8864-4791,TDSPG6951X,"419, Koramangala, Sector 11",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aarav%697152A5,2026-06-17T10:59:26.171Z
usr_b05267900f98,pallavi.agarwal645@example.in,Pallavi Agarwal,+918914055047,3454-2930-8982,RLRPP6218D,"618, SG Highway, Sector 8",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi@4747BA66,2026-03-29T10:59:26.171Z
usr_987ec9547636,manish.mehta646@example.in,Manish Mehta,+918607568939,8328-2922-7324,CZRPL6527O,"676, SG Highway, Sector 16",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Manish&2191F63F,2026-04-17T10:59:26.171Z
usr_e368c337c31a,shweta.mehta647@example.in,Shweta Mehta,+917794323488,8996-8862-6530,YCKPQ8719A,"126, Banjara Hills, Sector 43",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Shweta#2083652E,2026-07-10T10:59:26.171Z
usr_71072e983fcd,deepika.kulkarni648@example.in,Deepika Kulkarni,+919658706911,5155-4939-5463,WVLPH0993M,"865, M.G. Road, Sector 17",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika$24225EC1,2026-05-09T10:59:26.171Z
usr_49993afa555d,kunal.kulkarni649@example.in,Kunal Kulkarni,+918897251132,7241-5507-8891,VVNPU3770U,"180, Connaught Place, Sector 17",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kunal!246434E2,2026-09-04T10:59:26.171Z
